"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-22","5.37",",,W","0.00",",,W,2400",,,"0.0",",,W","2.0",",,W","30","H,,S","37",",,W","24",",,W",,,,,"12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-23","8.95",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0","T,,W","33","H,,S","49",",,W","24",",,W",,,,,"25.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-24","8.28",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","37","H,,S","57",",,W","24",",,W",,,,,"21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-25","14.32",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0","T,,W","38","H,,S","46",",,W","20",",,W",,,,,"36.0",",,W","42.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-26","7.83",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","30","H,,S","44",",,W","16",",,W",,,,,"18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-27","8.72",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","29","H,,S","53",",,W","13",",,W",,,,,"25.9",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-28","10.51",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","43","H,,S","48",",,W","18",",,W",,,,,"21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-29","9.84",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","28","H,,S","47",",,W","17",",,W",,,,,"18.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-30","12.97",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","44","H,,S","65",",,W","35",",,W",,,,,"32.0",",,W","40.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-12-31","7.16",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","34","H,,S","41",",,W","13",",,W",,,,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-01","8.50",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","29","H,,S","47",",,W","16",",,W",,,,,"15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-02","12.53",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0","T,,W","31","H,,S","52",",,W","15",",,W",,,,,"29.1",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-03","8.28",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0","T,,W","20","H,,S","32",",,W","10",",,W",,,,,"15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-04","8.72",",,W","0.10",",,W,2400",,,"1.5",",,W","0.0","T,,W","11","H,,S","12",",,W","4",",,W",,,,,"21.0",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-05","4.92",",,W","0.24",",,W,2400",,,"2.6",",,W","3.9",",,W","4","H,,S","5",",,W","-2",",,W",,,,,"10.1",",,W","11.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-06","8.95",",,W","0.00",",,W,2400",,,"0.0",",,W","3.1",",,W","5","H,,S","20",",,W","-7",",,W",,,,,"16.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-07","6.93",",,W","0.00",",,W,2400",,,"0.0",",,W","3.1",",,W","12","H,,S","26",",,W","2",",,W",,,,,"16.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-08","9.62",",,W","0.00",",,W,2400",,,"0.0",",,W","2.0",",,W","27","H,,S","48",",,W","12",",,W",,,,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-09","14.09",",,W","0.00",",,W,2400",,,"0.0",",,W","1.2",",,W","47","H,,S","62",",,W","31",",,W",,,,,"36.0",",,W","53.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-10","14.54",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","43","H,,S","52",",,W","32",",,W",,,,,"36.9",",,W","47.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-11","12.53",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","41","H,,S","56",",,W","21",",,W",,,,,"23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-12","10.96",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","30","H,,S","40",",,W","18",",,W",,,,,"23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-13","3.80",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0",",,W","24","H,,S","39",",,W","18",",,W",,,,,"10.1",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-14","5.82",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","30","H,,S","42",",,W","22",",,W",,,,,"10.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-15","5.82",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0",",,W","29","H,,S","35",",,W","22",",,W",,,,,"12.1",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-16","10.51",",,W","0.20",",,W,2400",,,"2.2",",,W","0.0","T,,W","31","H,,S","35",",,W","27",",,W",,,,,"23.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-17","7.61",",,W","0.00",",,W,2400",,,"0.0",",,W","2.0",",,W","31","H,,S","46",",,W","17",",,W",,,,,"15.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-18","8.50",",,W","0.00",",,W,2400",,,"0.0",",,W","1.2",",,W","33","H,,S","52",",,W","21",",,W",,,,,"15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-19","8.50",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0","T,,W","38","H,,S","54",",,W","22",",,W",,,,,"13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-20","7.61",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0",",,W","36","H,,S","45",",,W","26",",,W",,,,,"14.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-21","6.49",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","30","H,,S","42",",,W","19",",,W",,,,,"12.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-22","7.83",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","35","H,,S","47",",,W","26",",,W",,,,,"16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-23","8.95",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","36","H,,S","54",",,W","23",",,W",,,,,"21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-24","10.51",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0",",,W","30","H,,S","32",",,W","17",",,W",,,,,"21.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-25","7.16",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0","T,,W","20","H,,S","30",",,W","10",",,W",,,,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-26","8.50",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","18","H,,S","31",",,W","8",",,W",,,,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-27","9.84",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","23","H,,S","40",",,W","11",",,W",,,,,"21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-28","7.61",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","31","H,,S","50",",,W","17",",,W",,,,,"15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-29","10.96",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","41","H,,S","61",",,W","28",",,W",,,,,"25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-30","14.32",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","45","H,,S","63",",,W","33",",,W",,,,,"30.0",",,W","35.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-01-31","9.17",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","50","H,,S","61",",,W","31",",,W",,,,,"19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-01","8.95",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0",",,W","31","H,,S","31",",,W","20",",,W",,,,,"17.0",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-02","6.49",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0","T,,W","22","H,,S","26",",,W","17",",,W",,,,,"17.0",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-03","9.40",",,W","0.00","T,,W,2400",,,"0.0","T,,W","0.0","T,,W","22","H,,S","38",",,W","16",",,W",,,,,"19.9",",,W","23.0",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-04","13.20",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","39","H,,S","60",",,W","29",",,W",,,,,"35.1",",,W","40.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-05","9.62",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","41","H,,S","58",",,W","29",",,W",,,,,"19.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-06","14.76",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","47","H,,S","61",",,W","37",",,W",,,,,"32.0",",,W","42.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-07","8.50",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","48","H,,S","62",",,W","32",",,W",,,,,"25.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-08","19.69",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","48","H,,S","58",",,W","38",",,W",,,,,"32.0",",,W","51.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-09","11.86",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","48","H,,S","68",",,W","31",",,W",,,,,"23.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-10","13.20",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","62","H,,S","80",",,W","40",",,W",,,,,"35.1",",,W","59.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-11","11.41",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","51","H,,S","56",",,W","33",",,W",,,,,"29.1",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-12","8.50",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","38","H,,S","49",",,W","29",",,W",,,,,"21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-13","8.50",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","38","H,,S","48",",,W","28",",,W",,,,,"17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-14","8.05",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","37","H,,S","49",",,W","24",",,W",,,,,"21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-15","9.62",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","41","H,,S","67",",,W","27",",,W",,,,,"17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-16","11.41",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","57","H,,S","75",",,W","39",",,W",,,,,"19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-17","11.18",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","49","H,,S","66",",,W","25",",,W",,,,,"25.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-18","11.18",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","44","H,,S","67",",,W","29",",,W",,,,,"29.1",",,W","36.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-19","12.53",",,W","0.00","T,,W,2400",,,"0.0",",,W","0.0",",,W","50","H,,S","64",",,W","35",",,W",,,,,"30.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-20","9.84",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","48","H,,S","63",",,W","24",",,W",,,,,"21.9",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-21","14.76",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","54","H,,S","73",",,W","39",",,W",,,,,"29.1",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-22","14.09",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","52","H,,S","57",",,W","30",",,W",,,,,"25.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-23","11.86",",,W","0.16",",,W,2400",,,"1.3",",,W","0.0",",,W","32","H,,S","33",",,W","18",",,W",,,,,"29.1",",,W","34.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-24","6.71",",,W","0.05",",,W,2400",,,"0.3",",,W","0.0","T,,W","20","H,,S","26",",,W","17",",,W",,,,,"13.0",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-25","9.62",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0","T,,W","24","H,,S","38",",,W","15",",,W",,,,,"32.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-26","7.83",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","27","H,,S","42",",,W","11",",,W",,,,,"17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-27","14.09",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","33","H,,S","58",",,W","14",",,W",,,,,"29.1",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-02-28","10.29",",,W","0.02",",,W,2400",,,"0.0","T,,W","0.0",",,W","31","H,,S","35",",,W","20",",,W",,,,,"19.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-01","12.97",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0","T,,W","29","H,,S","48",",,W","14",",,W",,,,,"25.9",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-02","6.49",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","37","H,,S","53",",,W","19",",,W",,,,,"17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-03","11.41",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","42","H,,S","64",",,W","25",",,W",,,,,"21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-04","10.07",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","49","H,,S","71",",,W","32",",,W",,,,,"23.9",",,W","32.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-05","14.32",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","53","H,,S","69",",,W","42",",,W",,,,,"32.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-06","24.16",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","46","H,,S","53",",,W","24",",,W",,,,,"45.0",",,W","57.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-07","18.34",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","34","H,,S","53",",,W","18",",,W",,,,,"46.1",",,W","59.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-08","11.18",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","47","H,,S","67",",,W","21",",,W",,,,,"25.1",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-09","12.75",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","56","H,,S","72",",,W","33",",,W",,,,,"29.1",",,W","35.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-10","6.93",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","42","H,,S","65",",,W","26",",,W",,,,,"14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-11","6.26",",,W","0.02",",,W,2400",,,"0.0","T,,W","0.0",",,W","45","H,,S","48",",,W","32",",,W",,,,,"16.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-12","13.87",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","43","H,,S","61",",,W","31",",,W",,,,,"35.1",",,W","44.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-13","7.38",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","41","H,,S","57",",,W","19",",,W",,,,,"16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-14","7.61",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","52","H,,S","69",",,W","37",",,W",,,,,"21.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-15","13.87",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","56","H,,S","77",",,W","38",",,W",,,,,"28.0",",,W","34.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2017-03-16","13.42",",,W","0.00",",,W,2400",,,"0.0",",,W","0.0",",,W","60","H,,S","76",",,W","48",",,W",,,,,"30.0",",,W","36.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
